IDX,score
926,273.8242
927,371.9
928,187.6159
929,186.7
930,343.4659
931,101.009
932,361.3
933,361.9
934,361.9
935,284.356
937,269.45
938,364.203
939,287.5166
940,361.9
941,349.9212
942,189.7901
943,363.2606
944,186.7
945,268.85
946,364.45
947,269.4
948,351.7053
949,361.9
950,361.9
951,190.4007
952,361.9
953,343.15
954,94.1212
955,366.4106
956,362.5053
957,348.25
958,355.25
959,437.55
960,363.1
961,371.9
962,278.25
963,435
964,184.3053
965,364.45
966,362.2
967,362.2
968,343.15
969,361.15
970,278.4
971,257.3
972,186.7
973,361.75
974,163.5106
975,341.95
976,361.3
977,181.5189
978,94.8765
979,187.0053
980,279.3159
981,361.75
982,361.75
983,361.75
984,185.8212
985,361.3
986,361.3
987,342.55
988,348.7
989,361.3
990,184.15
991,343.15
992,435
993,270.95
994,361.3
995,364.45
996,270.95
997,437.55
998,250.5924
999,361.9
1000,271.8553
1001,187.3
1002,361.15
1003,361.9
1004,365.3659
1005,361.9
1006,361.4
1007,271.2765
1008,343.45
1009,364.7553
1010,343.15
1011,93.2053
1012,343.15
1013,361.9
1014,187.3583
1015,364.45
1016,94.4477
1017,364.45
1018,270.6606
1019,270.9659
1020,343.15
1021,186.4318
1022,365.3659
1023,365.0606
1024,365.0606
1025,365.9606
1026,364.4606
1027,364.4606
1028,446.55
1029,340
1030,246.95
1031,92.9106
1032,447.45
1033,277.9159
1034,362.2
1035,340
1036,249.6765
1037,446.85
1038,258.2159
1039,93.8265
1040,279.15
1041,434.4
1042,186.7
1043,364.45
1044,362.0553
1045,365.6712
1046,361.3
1047,187.3
1048,93.5212
1049,364.9
1050,340.3159
1051,361.9
1052,349.3
1053,269.8553
1054,270.5
1055,270.05
1056,269.45
1057,269.45
1058,251.5083
1059,364.75
1060,361.3
1061,281.1053
1062,187.0053
1063,363.85
1064,188.9553
1065,275.4265
1066,188.3606
1067,446.55
1068,185.2212
1069,187.4765
1070,364.75
1071,362.0553
1072,449.05
1073,364.15
1074,449.05
1075,364.45
1076,364.1553
1077,449.05
1078,187.6053
1079,352.6212
1080,344.2053
1081,364.45
1082,361.15
1083,361.9
1084,371.9
1085,449.65
1086,449.65
1087,281.25
1088,365.35
1089,365.35
1090,363.5924
1091,364.75
1092,339.4
1093,339.4
1094,361.75
1096,361.9
1097,361.9
1098,361.9
1099,361.9
1100,362.2
1101,257.6053
1102,281.4106
1103,188.8106
1104,184.15
1105,365.3659
1106,361.9
1107,272.8083
1108,361.75
1109,362.2
1110,362.5053
1111,363.85
1112,363.95
1113,361.3
1114,363.7106
1115,364.1553
1116,248.15
1117,270.9765
1118,185.65
1119,186.5818
1120,185.65
1121,364.7553
1122,365.3659
1123,187.0053
1124,272.8659
1126,186.1371
1127,184.15
1128,363.95
1129,362.0553
1130,186.7212
1131,187.3
1132,184.15
1133,377.8189
1134,361.9
1135,365.0712
1136,364.4606
1137,185.2106
1138,361.6
1139,447.1
1140,280.05
1141,271.9053
1142,364.75
1143,364.45
1144,364.1553
1145,364.45
1146,361.6053
1147,371.3
1148,362.3606
1149,364.1765
1150,361.75
1151,361.15
1152,364.45
1153,449.6553
1154,365.0606
1155,371.9
1156,362.2
1157,255.0553
1158,281.4106
1159,362.2
1160,364.45
1161,364.45
1162,364.75
1163,364.75
1164,364.75
1165,193.7696
1166,280.05
1167,276.2242
1168,186.4159
1169,361.9
1170,383.3892
1175,339.7053
1177,187.0053
1178,281.1053
1179,361.9
1180,361.9
1181,361.9
1182,367.0212
1183,282.0212
1184,281.7159
1185,365.6553
1186,364.45
1187,361.9
1188,364.45
1189,278.25
1190,364.45
1191,361.9
1192,365.2371
1193,364.45
1195,361.9
1196,361.9
1197,365.8
1198,372.35
1199,255.3606
1200,361.9
1201,364.75
1202,187.6159
1203,435
1204,434.4
1205,361.9
1206,372.8
1207,187.9424
1208,187.3106
1209,365.6553
1210,184.15
1211,361.9
1212,361.9
1213,362.2
1214,449.05
1215,340.1659
1216,450.5553
1217,187.3159
1218,371.9
1219,362.2
1220,361.9
1221,362.2
1222,361.9
1223,364.45
1224,362.2
1226,363.95
1227,361.9
1228,371.9
1229,187.9212
1230,365.2371
1231,361.9
1232,361.9
1233,371.9
1234,185.5265
1235,187.3
1236,362.2
1237,446.5
1238,361.9
1239,361.9
1240,93.35
1241,357.2818
1242,371.9
1243,364.45
1244,361.9
1245,254.9053
1246,278.4643
1247,200.7491
1248,162.9
1249,447.1
1250,375.3765
1251,364.45
1252,352.75
1253,372.95
1254,361.9
1255,176.95
1256,269.8053
1257,277.5
1258,364.7553
1259,364.45
1260,188.8106
1261,162.9
1262,187.9
1264,352.0106
1265,270.3765
1266,178.1053
1267,361.75
1268,361.3
1269,361.6
1270,363.85
1271,352.0106
1272,361.9
1273,361.9
1274,187.3
1275,164.1212
1276,361.9
1277,434.4
1278,361.9
1279,164.7053
1280,270.05
1281,362.2
1282,371.9
1283,272.7712
1284,374.45
1285,270.6606
1286,362.8106
1288,275.9189
1289,351.4
1290,283.0818
1291,361.9
1292,361.3
1293,365.4242
1294,371.9
1295,361.9
1296,361.9
1297,361.9
1298,361.3
1299,364.45
1300,361.3
1301,280.3553
1302,365.0606
1303,277.35
1304,361.75
1305,361.9
1306,362.6765
1307,366.5712
1308,429.4795
1309,435.9
1310,177.65
1311,184.6
1312,435.3053
1313,184.3053
1314,361.75
1315,363.95
1316,361.3
1317,184.25
1318,186.1371
1319,185.5265
1320,364.45
1321,361.75
1322,364.45
1323,362.2053
1324,343.45
1325,271.55
1326,92.9
1327,361.9
1328,270.3553
1329,362.5106
1330,371.6
1331,371.9
1332,187.9424
1333,364.45
1334,364.45
1335,371.9
1336,185.8053
1337,271.8553
1338,93.2159
1339,189.1159
1340,185.65
1341,273.6871
1342,185.65
1343,187.3
1344,185.65
1345,362.2
1346,272.1606
1347,362.2
1348,362.2
1349,340.4712
1350,361.9
1351,361.9
1352,361.9
1353,365.6553
1354,94.7053
1355,254.9053
1356,450.0053
1357,361.3
1358,436.95
1359,361.4
1360,180.603
1361,269.7553
1362,270.95
1363,272.4659
1364,184.3053
1365,270.95
1366,371.9
1367,184.3053
1368,184
1369,187.9424
1370,187.6371
1371,268.85
1372,189.7424
1373,98.4166
1374,438.1712
1375,361.9
1376,348.8
1377,364.1553
1378,363.85
1379,247.1
1380,355.3
1381,254.9053
1382,273.0765
1383,283.6659
1384,255.5159
1385,342.55
1386,365.0712
1387,185.5265
1388,278.4
1389,361.4
1390,278.4
1391,437.55
1392,437.8553
1393,271.55
1394,92.0053
1395,185.8
1396,363.85
1397,375.05
1398,364.45
1399,364.45
1400,255.0553
1401,255.0553
1402,361.9
1403,361.4
1404,340
1405,361.3
1406,362.65
1407,364.7553
1408,186.4159
1409,365.6553
1410,364.4606
1411,374.45
1412,371.45
1413,188.2477
1414,270.3553
1415,256.7159
1416,254.9159
1417,361.75
1418,362.65
1419,362.65
1420,362.65
1421,96.2318
1422,364.1553
1423,365.35
1424,339.4
1425,348.25
1427,364.9
1428,364.9
1429,364.7553
1430,364.7553
1431,186.5606
1432,340.1659
1433,187.3583
1434,186.5606
1435,364.45
1436,272.7583
1437,190.0583
1438,184.9053
1439,272.8659
1440,187.3106
1441,187.3106
1442,362.65
1443,185.9818
1444,373.4159
1445,280.65
1446,111.5339
1447,434.4
1448,361.3
1449,364.4606
1450,187.3106
1451,192.5007
1452,375.3553
1453,361.6053
1454,361.3
1455,363.85
1456,187.0053
1457,185.6765
1458,185.6765
1459,361.3
1460,376.1
1461,187.6053
1462,434.4
1463,187.9212
1464,187.9212
1465,270.05
1466,95.0106
1467,434.4
1468,186.7
1469,361.9
1470,361.4
1471,361.4
1472,187.0053
1473,361.4
1474,187.3
1475,364.4606
1476,365.9871
1477,348.25
1478,364.9318
1479,95.0106
1480,269
1481,187.9212
1482,364.1553
1483,279.15
1484,186.5606
1485,364.45
1486,365.5636
1487,279.15
1488,279.15
1489,279.15
1490,257
1491,361.9
1492,372.8053
1493,285.0742
1494,272.55
1495,187.9106
1496,363.2606
1498,361.15
1499,283.7136
1500,93.5212
1501,184.6106
1502,269.05
1503,339.7053
1504,186.5924
1505,283.6659
1506,375.05
1507,339.85
1508,188.5053
1509,188.2159
1510,351.4
1511,363.85
1512,92.3106
1513,184.75
1514,362.0659
1516,186.7
1517,363.85
1518,364.45
1522,189.1424
1523,364.9
1524,364.7553
1525,281.4053
1526,271.55
1527,364.45
1528,188.8106
1529,187.3
1530,361.9
1531,255.0553
1532,185.65
1533,187.3106
1535,433.6553
1536,271.55
1537,257.6053
1538,371.3
1539,361.9
1540,371.9
1541,371.9
1542,371.9
1543,361.9
1544,371.3
1545,271.55
1546,101.459
1547,273.4765
1548,91.7
1549,301.83
1550,272.7712
1551,342.2
1552,257.3
1553,257.6053
1554,279.6
1555,270.3659
1556,365.35
1557,375.6606
1558,280.65
1559,365.0606
1560,365.6106
1562,364.4606
1563,371.9
1564,364.45
1565,364.203
1566,364.6424
1567,280.05
1568,280.9553
1569,94.4
1570,364.4606
1571,364.1553
1572,364.4606
1573,256.8
1574,361.9
1575,363.85
1576,188.2159
1577,365.2053
1578,368.2424
1579,270.6712
1580,374.0265
1581,362.8
1582,269.1553
1583,435
1585,343.45
1586,279
1587,343.15
1588,361.9
1589,361.9
1590,361.9
1591,361.75
1592,249.65
1593,364.7871
1594,376.9295
1595,364.9
1597,361.3
1598,92.9106
1599,187.6636
1600,434.4
1601,361.15
1602,279.15
1603,361.9
1604,361.9
1605,188.65
1606,373.1
1607,355.6053
1608,362.8
1609,364.9
1610,188.5
1611,189.7424
1612,371.9
1613,269.7659
1614,361.9
1615,184.7606
1617,95.353
1618,191.8795
1619,184.15
1620,184.4553
1621,184.15
1622,371.9
1623,190.7871
1624,188.8265
1625,365.0712
1626,371.9
1627,371.3
1628,371.9
1629,184.75
1630,184.15
1631,364.1553
1632,364.7553
1633,273.3818
1634,269.6553
1635,184.7606
1636,365.6553
1637,365.2053
1638,185.8053
1639,361.75
1640,362.9553
1641,434.85
1642,189.1901
1643,271.55
1644,187.6636
1645,456.8
1646,371.9
1647,371.3
1648,184.15
1649,95.0106
1650,186.7477
1651,163.2053
1652,373.95
1653,370.4325
1654,281.8606
1655,343.15
1656,364.45
1657,271.55
1658,270.05
1659,366.6
1660,342.55
1661,0
1662,187.9106
1663,185.65
1664,186.2606
1665,185.65
1666,363.95
1667,371.9
1670,187.9106
1671,371.4
1672,371.75
1673,364.45
1674,364.9
1675,211.8581
1676,341.3553
1677,94.4
1678,93.2265
1679,187.203
1680,281.7053
1681,92.0053
1682,188.2265
1683,362.9553
1684,374.9
1685,374.9
1687,188.2265
1688,254.3053
1689,364.4606
1690,377.1765
1691,435.0553
1692,92.3106
1693,94.4
1694,271.8553
1695,93.3765
1696,362.8
1697,186.2606
1698,372.2
1699,188.9553
1700,94.7424
1701,279.6
1702,177.8553
1703,283.4832
1704,190.0795
1705,185.8212
1706,361.9
1707,439.4083
1708,282.0212
1709,190.0583
1710,372.8
1711,93.2265
1712,364.7553
1713,184.15
1714,254.9053
1715,187.6053
1716,361.9
1717,250.603
1718,187.6053
1719,365.9
1720,362.0659
1721,269.1553
1722,361.75
1723,269.55
1724,188.2159
1725,187.0053
1726,271.55
1727,362.5053
1728,362.5053
1729,361.9
1730,362.3606
1732,111.218
1733,184.4553
1734,361.9
1735,362.65
1736,94.4
1737,188.5212
1738,339.85
1739,270.05
1740,364.45
1741,362.3606
1742,95.0106
1743,189.4212
1744,184.4553
1745,93.5318
1746,184.3053
1747,365.5583
1748,93.8371
1749,93.5212
1750,361.7606
1751,272.4659
1752,437.55
1753,362.3606
1754,94.7053
1755,361.75
1757,190.0636
1758,371.6
1759,280.05
1760,362.65
1761,270.8318
1762,367.4871
1763,376.8712
1764,435
1765,361.9
1766,349.3
1767,349.3
1768,274.603
1769,371.9
1770,188.5318
1771,96.8689
1773,349.7606
1774,339.85
1775,186.7
1776,364.45
1777,367.2295
1778,450.4106
1779,269.4
1780,184.15
1781,278.25
1782,155.25
1783,339.85
1784,365.6818
1785,94.7053
1786,186.1106
1787,92.0053
1788,184.15
1789,339.25
1790,449.35
1791,189.1583
1792,187.0053
1793,434.85
1794,364.45
1795,281.4053
1796,92.9212
1797,361.15
1798,371.9
1799,361.15
1800,269.1553
1801,269.4606
1802,271.8553
1803,364.1553
1804,188.8053
1806,184.75
1807,274.7053
1808,97.453
1809,271.5977
1810,270.3765
1812,371.9
1813,342.55
1814,371.9
1815,448.7871
1816,269.1553
1817,361.75
1818,278.35
1819,364.0318
1820,269.7659
1824,269.4606
1825,361.4553
1826,446.5
1827,364.45
1829,363.8712
1830,195.5537
1831,435
1832,365.35
1834,365.35
1835,364.4606
1836,361.75
1837,362.2
1838,363.85
1839,178.9765
1840,364.4606
1841,364.7553
1842,188.1189
1843,186.5924
1844,361.75
1845,268.85
1846,340.1553
1847,339.85
1848,269.4606
1849,285.0742
1850,363.85
1851,186.7
1852,270.5
1853,348.25
1854,364.9
1855,271.55
1856,271.55
1857,342.05
1858,361.4
1859,361.4
1860,361.4
1861,342.55
1862,364.803
1863,365.6553
1864,364.45
1865,361.9
1866,361.9
1867,364.45
1868,363.85
1869,364.45
1870,364.4606
1871,105.1226
1872,93.2159
1873,364.4606
1874,434.4
1875,348.25
1877,361.9
1878,447.45
1879,162.7053
1880,281.3606
1881,349.6159
1882,278.4053
1883,361.9
1884,373.3659
1885,373.0606
1886,372.7553
1887,291.0892
1888,279.1159
1889,277.35
1890,371.85
1891,184.1
1892,371.75
1893,372.35
1894,364.7553
1895,254.6
1896,257.6053
1897,342.55
1898,362.6
1899,339.85
1900,184.15
1901,269.4
1902,361.75
1903,361.75
1904,391.327
1905,188.8371
1906,364.45
1907,364.45
1908,339.4
1909,365.6553
1910,362.2
1911,399.8754
1912,268.85
1913,185.9818
1914,364.4606
1915,364.4606
1916,369.0401
1917,341.95
1918,271.55
1919,269.1553
1920,364.4606
1921,361.7
1922,294.5862
1923,361.9
1924,361.9
1925,361.9
1926,361.9
1927,361.9
1928,340.45
1929,187.3159
1930,270.05
1931,271.8553
1932,434.85
1933,184.9053
1934,91.85
1935,5.1901
1936,361.9
1937,274.3454
1938,348.85
1939,255.6659
1941,362.3606
1942,185.8212
1943,361.75
1944,362.5053
1945,348.7
1946,94.1424
1947,364.7553
1948,363.1
1949,361.9
1950,364.75
1951,364.45
1952,364.4606
1953,184.6106
1954,437.55
1955,364.4606
1956,279.0053
1957,341.95
1958,374.45
1959,351.8
1960,187.3477
1961,184.3053
1962,361.3
1963,361.9
1964,348.35
1965,374.45
1966,361.75
1967,351.4
1968,377.8083
1969,186.1265
1970,270.3765
1971,361.75
1972,365.0924
1973,372.35
1974,280.6606
1975,374.45
1976,188.2265
1977,361.9
1978,364.05
1979,279.6
1980,186.7
1981,254.9053
1983,362.65
1984,186.1265
1985,93.8371
1986,366.5712
1987,189.4848
1988,361.75
1989,374.45
1990,364.7553
1991,371.9
1992,282.9408
1993,365.3053
1994,371.9
1995,371.9
1996,371.75
1997,460.2553
1998,364.45
1999,271.55
2000,270.05
2001,364.45
2002,257
2003,364.45
2004,374.45
2005,364.45
2006,364.45
2007,364.45
2008,364.45
2009,364.45
2010,364.45
2011,364.45
2012,424.75
2013,255.2106
2014,362.2
2015,361.9
2016,254.9053
2017,363.5818
2018,361.75
2019,361.75
2020,371.9
2021,270.9
2022,371.9
2023,371.9
2024,361.9
2025,91.7
2026,366.3106
2027,371.9
2028,361.15
2029,371.9
2030,361.75
2031,184.3053
2032,188.1189
2033,361.3
2034,363.1053
2035,187.1053
2036,95.1477
2037,364.45
2038,279.45
2039,361.9
2040,361.9
2041,186.1106
2042,187.3
2043,185.8053
2044,342.05
2046,185.8053
2047,185.8053
2048,375.15
2049,364.45
2050,187.3
2051,248.15
2052,362.3606
2053,93.6553
2054,361.9
2055,372.8
2056,185.5159
2057,340
2058,351.4
2059,92.6053
2060,361.3
2061,371.9
2062,371.9
2063,361.9
2064,361.9
2065,361.9
2066,448.75
2067,459.0553
2068,284.3136
2069,282.3477
2070,92.0053
2071,188.9712
2072,363.85
2073,365.35
2074,351.7053
2075,364.7553
2076,361.9
2078,520.2053
2079,371.75
2080,364.45
2081,371.9
2082,279.7712
2083,361.15
2085,371.9
2086,361.3
2088,446.8
2089,362.65
2090,448.75
2091,361.9
2092,348.1
2093,349.3
2094,349.3
2095,349.3
2096,349.3
2097,349.3
2098,349.3
2099,349.3
2100,450
2101,362.8
2102,361.9
2103,435
2104,436.95
2105,349.3
2106,349.3
2107,361.9
2108,361.9
2109,274.9924
2110,361.9
2111,349.3
2112,349.3
2113,349.3
2115,361.3
2116,364.4606
2117,371.9
